"consent","did_donate_account","sex","age","education","groups_don","groups_quest"
"no","No","male",80,"hbo",NA,7
"yes","Yes","male",26,"wo",193,30
"no","No","female",38,"havo/vwo",NA,3
"no","No","female",54,"havo/vwo",NA,1
"no","No","female",51,"wo",NA,4
"no","No","female",33,"wo",NA,10
"no","No","female",52,"mbo",NA,9
"no","No","female",43,"hbo",NA,4
"no","No","female",88,"hbo",NA,NA
"no","No","female",54,"vmbo",NA,9
"no","No","female",23,"primary education",NA,15
"no","No","male",25,"hbo",NA,50
"no","No","female",79,"vmbo",NA,NA
"no","No","male",63,"havo/vwo",NA,3
"no","No","female",16,"primary education",NA,12
"no","No","male",48,"hbo",NA,5
"yes","No","female",55,"mbo",NA,5
"no","No","female",60,"mbo",NA,NA
"no","No","female",31,"wo",NA,5
"no","No","male",68,"mbo",NA,2
"yes","No","male",34,"mbo",NA,40
"no","No","male",70,"mbo",NA,2
"no","No","male",67,"wo",NA,5
"no","No","male",40,"hbo",NA,20
"no","No","female",77,"vmbo",NA,1
"yes","No","male",82,"vmbo",NA,NA
"no","No","female",51,"mbo",NA,4
"no","No","female",75,"vmbo",NA,NA
"no","No","male",55,"hbo",NA,20
"no","No","male",58,"vmbo",NA,15
"no","No","male",38,"hbo",NA,20
"no","No","male",53,"wo",NA,5
"yes","No","male",55,"mbo",NA,1
"no","No","male",73,"hbo",NA,15
"no","No","male",68,"wo",NA,NA
"yes","Yes","male",25,"wo",72,20
"no","No","female",79,"havo/vwo",NA,2
"yes","No","female",31,"wo",NA,10
"no","No","male",22,"vmbo",NA,NA
"no","No","male",71,"wo",NA,20
"yes","No","female",60,"hbo",NA,3
"no","No","female",65,"havo/vwo",NA,3
"no","No","male",50,"mbo",NA,10
"no","No","male",43,"havo/vwo",NA,NA
"no","No","female",79,"vmbo",NA,NA
"no","No","female",70,"mbo",NA,2
"yes","No","female",48,"mbo",NA,12
"no","No","male",64,"primary education",NA,2
"no","No","male",75,"wo",NA,2
"yes","No","male",73,"wo",NA,6
"no","No","male",59,"vmbo",NA,3
"yes","No","male",54,"vmbo",NA,100
"yes","No","female",44,"hbo",NA,10
"yes","No","female",64,"mbo",NA,4
"no","No","female",43,"wo",NA,7
"no","No","female",41,"mbo",NA,3
"yes","No","female",55,"hbo",NA,3
"no","No","male",74,"mbo",NA,NA
"no","No","male",42,"mbo",NA,8
"no","No","male",16,"primary education",NA,7
"no","No","female",59,"mbo",NA,2
"no","No","male",62,"wo",NA,5
"no","No","female",60,"hbo",NA,7
"no","No","female",71,"vmbo",NA,3
"no","No","male",76,"wo",NA,NA
"yes","No","female",28,"wo",NA,250
"yes","No","male",49,"wo",NA,10
"no","No","female",45,"mbo",NA,NA
"yes","No","female",53,"mbo",NA,6
"no","No","female",68,"vmbo",NA,NA
"no","No","male",79,"hbo",NA,NA
"no","No","female",25,"havo/vwo",NA,15
"no","No","female",32,"hbo",NA,14
"yes","No","male",40,"hbo",NA,20
"no","No","male",41,"vmbo",NA,6
"no","No","female",54,"mbo",NA,NA
"no","No","female",53,"mbo",NA,2
"no","No","male",62,"vmbo",NA,1
"yes","Yes","male",51,"mbo",NA,15
"no","No","male",67,"mbo",NA,NA
"no","No","male",63,"havo/vwo",NA,3
"no","No","female",46,"wo",NA,20
"no","No","female",69,"vmbo",NA,NA
"no","No","female",36,"mbo",NA,1
"no","No","male",62,"mbo",NA,NA
"yes","No","male",71,"mbo",NA,NA
"yes","No","male",58,"vmbo",NA,20
"no","No","male",36,"hbo",NA,25
"no","No","female",63,"hbo",NA,4
"no","No","male",70,"hbo",NA,NA
"no","No","female",70,"vmbo",NA,8
"yes","Yes","female",66,"havo/vwo",38,17
"yes","No","male",69,"vmbo",NA,8
"no","No","male",48,"vmbo",NA,1
"yes","No","female",76,"havo/vwo",NA,1
"yes","No","female",45,"mbo",NA,20
"no","No","female",68,"vmbo",NA,NA
"no","No","female",81,"hbo",NA,NA
"no","No","male",82,"primary education",NA,NA
"yes","Yes","female",60,"hbo",18,10
"yes","No","female",40,"mbo",NA,4
"no","No","male",83,"vmbo",NA,NA
"yes","Yes","female",36,"wo",29,5
"no","No","female",25,"mbo",NA,10
"no","No","male",81,"mbo",NA,NA
"no","No","male",37,"hbo",NA,3
"yes","Yes","male",60,"wo",42,30
"no","No","male",78,"hbo",NA,5
"no","No","female",67,"hbo",NA,8
"yes","No","female",73,"mbo",NA,2
"no","No","female",28,"wo",NA,100
"yes","No","female",53,"hbo",NA,10
"no","No","male",48,"mbo",NA,3
"yes","No","female",70,"havo/vwo",NA,2
"no","No","male",43,"mbo",NA,2
"yes","Yes","female",35,"mbo",NA,5
"no","No","male",70,"hbo",NA,25
"yes","No","male",71,"mbo",NA,2
"no","No","female",92,"vmbo",NA,NA
"no","No","male",57,"mbo",NA,8
"no","No","male",36,"wo",NA,10
"no","No","male",25,"mbo",NA,5
"no","No","female",32,"hbo",NA,10
"no","No","female",61,"mbo",NA,3
"no","No","male",83,"mbo",NA,1
"no","No","male",79,"hbo",NA,NA
"no","No","female",74,NA,NA,NA
"no","No","female",64,"mbo",NA,6
"no","No","male",33,"mbo",NA,NA
"yes","Yes","male",65,"hbo",NA,10
"no","No","female",83,"mbo",NA,NA
"no","No","male",79,"vmbo",NA,2
"no","No","female",62,"vmbo",NA,5
"no","No","female",63,"mbo",NA,20
"yes","No","female",67,"havo/vwo",NA,25
"no","No","female",49,"hbo",NA,NA
"no","No","female",49,"mbo",NA,4
"no","No","male",61,"hbo",NA,4
"yes","Yes","male",55,"havo/vwo",12,2
"yes","No","female",41,"hbo",NA,40
"no","No","female",16,"primary education",NA,4
"no","No","male",61,"hbo",NA,NA
"no","No","male",72,"mbo",NA,NA
"no","No","female",54,"vmbo",NA,3
"no","No","female",34,"vmbo",NA,4
"no","No","male",67,"vmbo",NA,2
"no","No","male",58,"vmbo",NA,NA
"no","No","female",69,"havo/vwo",NA,5
"yes","No","female",20,"havo/vwo",NA,50
"yes","No","female",41,"havo/vwo",NA,12
"no","No","male",76,"vmbo",NA,NA
"yes","No","female",52,"hbo",NA,2
"no","No","female",28,"mbo",NA,NA
"no","No","female",60,"primary education",NA,8
"no","No","male",21,"primary education",NA,NA
"yes","No","male",49,"wo",NA,1
"no","No","male",34,"mbo",NA,4
"no","No","male",37,"mbo",NA,5
"yes","No","male",53,NA,NA,8
"no","No","male",85,"wo",NA,2
"yes","Yes","female",60,"wo",25,10
"yes","No","female",53,"mbo",NA,5
"yes","Yes","male",35,"wo",37,25
"no","No","male",39,"mbo",NA,10
"no","No","female",64,"hbo",NA,10
"no","No","female",31,"hbo",NA,6
"no","No","male",79,"wo",NA,NA
"no","No","male",42,"hbo",NA,30
"no","No","male",48,"primary education",NA,13
"no","No","other",20,"havo/vwo",NA,35
"no","No","male",35,"wo",NA,20
"no","No","male",76,"mbo",NA,3
"no","No","female",79,"havo/vwo",NA,1
"no","No","male",68,"wo",NA,5
"yes","Yes","female",45,"hbo",24,10
"yes","Yes","male",39,"wo",63,5
"yes","Yes","female",39,"primary education",54,10
"no","No","male",50,"mbo",NA,20
"yes","Yes","male",38,"mbo",10,5
"no","No","male",67,"vmbo",NA,NA
"yes","No","female",58,"wo",NA,2
"no","No","female",49,"wo",NA,15
"no","No","male",62,"vmbo",NA,6
"no","No","male",68,"hbo",NA,10
"no","No","female",53,"mbo",NA,20
"yes","No","female",46,"hbo",NA,8
"no","No","female",81,"hbo",NA,3
"yes","No","male",68,"hbo",NA,3
"yes","No","female",25,"vmbo",NA,6
"no","No","female",58,"vmbo",NA,NA
"no","No","female",32,"hbo",NA,11
"no","No","female",60,"vmbo",NA,NA
"yes","Yes","male",32,"mbo",42,6
"no","No","female",77,"vmbo",NA,NA
"no","No","male",43,"wo",NA,15
"no","No","male",61,"wo",NA,6
"no","No","female",37,"mbo",NA,11
"yes","No","male",60,"hbo",NA,10
"no","No","male",84,"mbo",NA,NA
"no","No","male",67,"mbo",NA,10
"yes","No","female",69,"hbo",NA,15
"yes","No","female",52,"vmbo",NA,NA
"no","No","male",71,"havo/vwo",NA,4
"no","No","male",29,"mbo",NA,44
"yes","No","female",61,"havo/vwo",NA,NA
"no","No","female",28,"wo",NA,20
"no","No","female",19,"havo/vwo",NA,10
"no","No","male",60,"hbo",NA,5
"no","No","female",22,"havo/vwo",NA,30
"no","No","female",58,"mbo",NA,8
"yes","Yes","female",24,"wo",32,20
"no","No","female",85,"hbo",NA,NA
"yes","Yes","male",43,"mbo",159,25
"yes","No","male",69,"mbo",NA,NA
"no","No","female",69,"primary education",NA,NA
"yes","No","male",61,"vmbo",NA,NA
"yes","No","male",66,"hbo",NA,6
"no","No","male",49,"havo/vwo",NA,4
"no","No","female",32,"wo",NA,10
"yes","No","female",35,"mbo",NA,15
"no","No","male",51,"hbo",NA,5
"yes","No","female",68,"hbo",NA,4
"no","No","male",70,"mbo",NA,NA
"no","No","female",59,"hbo",NA,2
"no","No","female",37,"wo",NA,5
"no","No","male",74,"hbo",NA,7
"yes","Yes","male",70,"wo",4,2
"no","No","female",58,"hbo",NA,NA
"no","No","female",70,"wo",NA,10
"no","No","male",88,"hbo",NA,NA
"no","No","male",57,"mbo",NA,3
"no","No","male",58,"havo/vwo",NA,2
"no","No","male",29,"wo",NA,25
"no","No","male",82,"wo",NA,8
"no","No","male",65,"havo/vwo",NA,10
"no","No","male",48,"havo/vwo",NA,NA
"no","No","female",74,"wo",NA,6
"no","No","female",62,"hbo",NA,NA
"no","No","female",58,"mbo",NA,6
"yes","No","male",76,"wo",NA,NA
"no","No","female",55,"havo/vwo",NA,15
"no","No","male",68,"wo",NA,6
"no","No","male",69,"hbo",NA,8
"yes","No","male",76,"havo/vwo",NA,NA
"no","No","female",67,"hbo",NA,10
"no","No","male",45,"havo/vwo",NA,3
"no","No","male",39,"wo",NA,15
"no","No","female",64,"havo/vwo",NA,NA
"no","No","male",39,"wo",NA,20
"yes","No","female",39,"hbo",NA,15
"no","No","female",68,"vmbo",NA,5
"yes","Yes","male",53,"wo",154,25
"no","No","male",21,"mbo",NA,20
"no","No","female",74,"hbo",NA,NA
"yes","Yes","male",65,"hbo",22,4
"no","No","male",72,"havo/vwo",NA,NA
"no","No","male",75,"hbo",NA,NA
"no","No","male",69,"vmbo",NA,NA
"no","No","male",52,"hbo",NA,3
"no","No","male",80,"mbo",NA,NA
"yes","Yes","male",58,"hbo",18,20
"no","No","male",51,"hbo",NA,5
"no","No","female",76,"vmbo",NA,1
"no","No","female",68,"vmbo",NA,5
"no","No","female",48,"vmbo",NA,NA
"no","No","male",31,"vmbo",NA,1
"no","No","female",73,"primary education",NA,1
"no","No","male",78,"hbo",NA,NA
"no","No","female",84,"vmbo",NA,NA
"no","No","male",72,"mbo",NA,2
"yes","No","female",44,"vmbo",NA,2
"yes","No","male",65,"hbo",NA,7
"no","No","female",59,"primary education",NA,NA
"no","No","female",63,"mbo",NA,6
"yes","No","female",17,"vmbo",NA,3
"yes","Yes","male",16,"vmbo",61,3
"yes","Yes","female",25,"wo",252,25
"no","No","female",48,"mbo",NA,25
"no","No","female",43,"wo",NA,10
"yes","Yes","male",62,"hbo",10,10
"no","No","male",55,"mbo",NA,4
"no","No","male",82,"vmbo",NA,3
"no","No","female",66,"vmbo",NA,1
"no","No","female",67,"mbo",NA,3
"yes","Yes","female",18,"vmbo",4,3
"no","No","male",65,"hbo",NA,5
"no","No","male",24,"havo/vwo",NA,25
"no","No","female",53,"primary education",NA,7
"no","No","female",75,"wo",NA,9
"no","No","male",77,"wo",NA,6
"no","No","female",72,"primary education",NA,5
"no","No","female",66,"mbo",NA,6
"no","No","male",44,"mbo",NA,8
"no","No","male",63,"wo",NA,5
"no","No","female",56,"havo/vwo",NA,3
"no","No","male",64,"havo/vwo",NA,5
"no","No","male",76,"hbo",NA,4
"no","No","male",73,"havo/vwo",NA,3
"no","No","female",65,"wo",NA,4
"no","No","male",44,"vmbo",NA,15
"no","No","female",68,"vmbo",NA,NA
"no","No","male",85,"havo/vwo",NA,5
"no","No","male",77,"havo/vwo",NA,NA
"yes","Yes","male",62,"wo",24,6
"no","No","male",65,"primary education",NA,2
"no","No","female",43,"hbo",NA,NA
"yes","Yes","male",63,"hbo",14,3
"no","No","female",62,"mbo",NA,NA
"yes","No","male",63,"mbo",NA,NA
"no","No","male",63,"primary education",NA,NA
"no","No","female",50,"mbo",NA,10
"no","No","male",67,"mbo",NA,NA
"no","No","female",31,"hbo",NA,30
"yes","No","male",45,"mbo",NA,50
"no","No","male",69,"vmbo",NA,4
"no","No","male",87,"hbo",NA,NA
"no","No","male",83,"hbo",NA,NA
"no","No","male",21,"havo/vwo",NA,20
"no","No","female",76,"mbo",NA,NA
"no","No","female",63,"hbo",NA,3
"no","No","male",76,"mbo",NA,NA
"no","No","male",52,"mbo",NA,15
"no","No","male",41,"havo/vwo",NA,NA
"no","No","female",56,"mbo",NA,5
"no","No","female",78,"mbo",NA,NA
"yes","No","male",61,"hbo",NA,5
"yes","No","male",38,"primary education",NA,5
"no","No","female",62,"mbo",NA,NA
"yes","Yes","female",22,"havo/vwo",293,200
"no","No","male",18,"havo/vwo",NA,25
"no","No","female",69,"hbo",NA,NA
"no","No","female",63,"vmbo",NA,8
"no","No","female",75,"mbo",NA,NA
"no","No","female",70,"hbo",NA,2
"no","No","female",49,"wo",NA,2
"no","No","male",51,"mbo",NA,3
"yes","No","female",63,"hbo",NA,7
"no","No","female",50,"hbo",NA,15
"no","No","male",45,"hbo",NA,10
"no","No","female",78,"vmbo",NA,NA
"no","No","male",24,"hbo",NA,NA
"no","No","male",67,"hbo",NA,3
"no","No","male",54,"havo/vwo",NA,NA
"yes","Yes","female",52,"primary education",13,14
"no","No","female",69,"vmbo",NA,NA
"no","No","female",73,"hbo",NA,1
"no","No","female",53,"havo/vwo",NA,15
"no","No","male",64,"hbo",NA,2
"no","No","female",76,"mbo",NA,3
"no","No","female",55,"mbo",NA,3
"yes","No","male",61,"vmbo",NA,5
"no","No","female",42,"mbo",NA,3
"no","No","female",85,"havo/vwo",NA,2
"no","No","female",70,"hbo",NA,NA
"no","No","male",90,"mbo",NA,NA
"no","No","female",82,"mbo",NA,1
"no","No","male",70,"hbo",NA,4
"yes","Yes","female",48,"wo",154,6
"no","No","female",44,"mbo",NA,15
"no","No","male",57,"wo",NA,3
"yes","Yes","female",42,"mbo",34,25
"no","No","female",29,"wo",NA,15
"no","No","female",46,"mbo",NA,10
"no","No","male",36,"mbo",NA,10
"no","No","male",62,"hbo",NA,8
"no","No","female",75,"vmbo",NA,NA
"yes","Yes","male",38,"wo",172,25
"no","No","male",29,"wo",NA,50
"no","No","male",68,"vmbo",NA,3
"no","No","male",45,"primary education",NA,4
"no","No","female",41,"wo",NA,5
"no","No","female",61,"vmbo",NA,NA
"no","No","male",59,"wo",NA,20
"no","No","female",31,"hbo",NA,NA
"yes","Yes","female",36,"wo",47,12
"no","No","male",33,"mbo",NA,30
"yes","No","female",51,"hbo",NA,15
"no","No","female",24,"havo/vwo",NA,20
"no","No","male",38,"primary education",NA,6
"no","No","female",66,"vmbo",NA,6
"yes","Yes","female",40,"hbo",7,3
"no","No","male",59,"wo",NA,12
"no","No","female",30,"vmbo",NA,5
"no","No","female",75,"hbo",NA,2
"no","No","male",76,"mbo",NA,3
"no","No","male",69,"mbo",NA,NA
"yes","No","male",28,"hbo",NA,10
"no","No","female",57,"wo",NA,12
"no","No","female",71,"hbo",NA,NA
"no","No","female",68,"vmbo",NA,2
"no","No","female",31,"wo",NA,5
"no","No","male",58,"mbo",NA,NA
"no","No","other",30,"havo/vwo",NA,20
"no","No","female",19,"primary education",NA,50
"yes","No","female",46,"vmbo",NA,NA
"yes","Yes","female",45,"wo",38,15
"no","No","male",59,"primary education",NA,3
"yes","No","male",59,"hbo",NA,5
"yes","No","female",61,"mbo",NA,2
"no","No","female",57,"havo/vwo",NA,1
"yes","No","female",69,"hbo",NA,7
"no","No","male",45,"wo",NA,5
"no","No","male",51,"primary education",NA,NA
"yes","Yes","female",75,"hbo",NA,6
"yes","No","male",82,"vmbo",NA,1
"no","No","male",39,"mbo",NA,8
"yes","Yes","male",76,"vmbo",NA,3
"no","No","female",52,"hbo",NA,5
"no","No","male",61,"hbo",NA,3
"no","No","male",25,"wo",NA,50
"no","No","male",74,"mbo",NA,5
"no","No","female",58,"hbo",NA,4
"no","No","female",51,"vmbo",NA,NA
"yes","No","female",50,"mbo",NA,5
"no","No","female",63,"wo",NA,8
"no","No","male",57,"hbo",NA,15
"yes","No","female",50,"mbo",NA,2
"yes","No","male",47,"havo/vwo",NA,4
"no","No","female",37,"hbo",NA,5
"no","No","male",76,"mbo",NA,NA
"yes","No","female",32,"mbo",NA,10
"yes","No","female",43,"hbo",NA,8
"no","No","female",51,"mbo",NA,NA
"no","No","male",53,"hbo",NA,9
"yes","No","male",43,"mbo",NA,5
"no","No","male",64,"hbo",NA,20
"yes","Yes","male",32,"hbo",154,10
"no","No","female",74,"vmbo",NA,3
"yes","No","female",25,"havo/vwo",NA,60
"no","No","male",76,"mbo",NA,NA
"no","No","female",72,"vmbo",NA,4
"yes","Yes","male",76,"hbo",2,NA
"no","No","female",67,"mbo",NA,3
"no","No","female",23,"hbo",NA,NA
"no","No","male",76,"havo/vwo",NA,NA
"no","No","male",85,"hbo",NA,2
"no","No","male",71,"mbo",NA,1
"no","No","female",48,"mbo",NA,20
"no","No","female",38,"hbo",NA,3
"no","No","male",59,"mbo",NA,NA
"no","No","male",82,"mbo",NA,NA
"no","No","male",35,"havo/vwo",NA,3
"yes","Yes","male",56,"hbo",17,14
"yes","No","female",28,"hbo",NA,25
"yes","No","male",31,"hbo",NA,30
"no","No","male",38,"hbo",NA,20
"no","No","female",40,"mbo",NA,30
"no","No","male",71,"mbo",NA,1
"no","No","female",34,"hbo",NA,NA
"no","No","female",46,"mbo",NA,14
"no","No","female",75,"vmbo",NA,NA
"no","No","male",76,"mbo",NA,NA
"no","No","female",49,"mbo",NA,4
"yes","Yes","female",16,"primary education",38,15
"yes","Yes","male",41,"mbo",22,4
"yes","No","female",17,"havo/vwo",NA,100
"no","No","female",78,"hbo",NA,NA
"no","No","female",49,"wo",NA,25
"no","No","female",16,"primary education",NA,2
"yes","Yes","male",42,"hbo",26,6
"yes","No","female",56,"hbo",NA,12
"yes","No","male",37,"mbo",NA,5
"no","No","female",74,"vmbo",NA,NA
"yes","Yes","female",38,"mbo",23,15
"yes","Yes","female",50,"hbo",37,20
"no","No","male",83,"vmbo",NA,NA
"no","No","male",54,"mbo",NA,2
"yes","No","male",86,"hbo",NA,2
"no","No","female",63,"hbo",NA,5
"no","No","male",72,"hbo",NA,4
"no","No","female",58,"wo",NA,30
"no","No","female",60,"vmbo",NA,20
"no","No","male",61,"mbo",NA,1
"no","No","female",63,"hbo",NA,5
"no","No","female",53,"mbo",NA,4
"no","No","male",84,"wo",NA,NA
"no","No","male",53,"wo",NA,10
"yes","Yes","male",34,"hbo",122,10
"no","No","male",25,"havo/vwo",NA,8
"no","No","male",89,"hbo",NA,1
"no","No","female",68,"mbo",NA,1
"no","No","female",68,"havo/vwo",NA,3
"no","No","male",44,"vmbo",NA,NA
"no","No","female",80,"primary education",NA,NA
"no","No","female",36,"mbo",NA,6
"no","No","male",48,"mbo",NA,1
"no","No","male",70,"mbo",NA,4
"no","No","female",36,"wo",NA,17
"no","No","male",63,"hbo",NA,3
"no","No","male",25,"wo",NA,50
"yes","No","male",61,"hbo",NA,4
"no","No","male",48,"mbo",NA,NA
"no","No","male",76,"vmbo",NA,10
"no","No","male",77,"hbo",NA,NA
"no","No","male",78,"havo/vwo",NA,5
"no","No","male",58,"mbo",NA,NA
"yes","No","female",50,"hbo",NA,2
"no","No","female",57,"hbo",NA,NA
"no","No","male",65,"vmbo",NA,NA
"yes","No","male",16,"primary education",NA,5
"yes","No","female",70,"vmbo",NA,1
"no","No","male",70,"hbo",NA,3
"no","No","male",81,"hbo",NA,NA
"no","No","female",61,"vmbo",NA,NA
"no","No","female",71,"hbo",NA,1
"no","No","male",72,"wo",NA,1
"yes","Yes","female",17,"havo/vwo",113,75
"no","No","female",59,"havo/vwo",NA,5
"yes","No","female",53,"hbo",NA,18
"no","No","male",34,"wo",NA,6
"no","No","male",64,"primary education",NA,4
"no","No","female",79,"primary education",NA,4
"yes","Yes","male",24,"wo",152,40
"yes","Yes","male",39,"hbo",39,3
"no","No","female",59,"hbo",NA,9
"no","No","male",82,"hbo",NA,NA
"no","No","male",29,"wo",NA,NA
"no","No","female",71,"mbo",NA,1
"no","No","male",79,"hbo",NA,2
"no","No","male",77,"hbo",NA,3
"no","No","male",28,"hbo",NA,4
"no","No","female",58,NA,NA,1
"no","No","female",65,"vmbo",NA,3
"yes","No","male",19,"mbo",NA,NA
"yes","No","male",61,"mbo",NA,NA
"yes","No","female",58,"mbo",NA,10
"yes","No","female",76,"mbo",NA,1
"yes","Yes","female",18,"vmbo",14,10
"no","No","male",72,"mbo",NA,1
"no","No","male",30,"mbo",NA,20
"no","No","female",23,"primary education",NA,1
"no","No","male",70,"hbo",NA,5
"no","No","female",55,"wo",NA,2
"no","No","male",60,"mbo",NA,5
"yes","No","male",32,"hbo",NA,5
"no","No","female",72,"vmbo",NA,2
"no","No","female",73,"vmbo",NA,5
"yes","No","female",65,"hbo",NA,8
"no","No","female",57,"mbo",NA,5
"no","No","female",53,"mbo",NA,25
"yes","No","female",17,"vmbo",NA,8
"no","No","male",80,"hbo",NA,2
"no","No","female",29,"wo",NA,15
"yes","No","male",68,"hbo",NA,15
"yes","No","male",77,"wo",NA,3
"no","No","female",63,"hbo",NA,25
"no","No","female",78,"hbo",NA,1
"no","No","female",53,"wo",NA,5
"no","No","female",38,"hbo",NA,10
"no","No","male",51,"mbo",NA,5
"yes","No","female",42,"havo/vwo",NA,10
"no","No","male",54,"hbo",NA,10
"yes","Yes","female",55,"mbo",NA,5
"no","No","female",16,"primary education",NA,35
"yes","No","female",68,"primary education",NA,NA
"no","No","male",72,"mbo",NA,2
"no","No","male",74,"hbo",NA,25
"yes","Yes","female",60,"mbo",7,5
"yes","No","male",64,"mbo",NA,8
"no","No","male",75,"hbo",NA,NA
"yes","No","female",22,"mbo",NA,25
"yes","Yes","female",20,"havo/vwo",119,40
"no","No","male",51,"mbo",NA,NA
"yes","No","female",62,"hbo",NA,7
"no","No","male",70,"primary education",NA,7
"no","No","female",77,"vmbo",NA,2
"no","No","male",35,"hbo",NA,3
"yes","No","male",67,"hbo",NA,3
"no","No","female",45,"mbo",NA,10
"no","No","male",44,"mbo",NA,20
"no","No","male",62,"hbo",NA,8
"no","No","male",67,"mbo",NA,5
"no","No","female",44,"hbo",NA,3
"no","No","male",53,"hbo",NA,10
"no","No","female",42,"hbo",NA,3
"yes","No","male",45,"vmbo",NA,3
"no","No","male",80,"vmbo",NA,1
"no","No","female",63,"wo",NA,15
"no","No","male",84,"vmbo",NA,NA
"yes","Yes","male",28,"wo",129,12
"no","No","male",63,"primary education",NA,2
"no","No","male",64,"mbo",NA,NA
"no","No","female",65,"hbo",NA,11
"no","No","male",51,"vmbo",NA,5
"no","No","female",56,"hbo",NA,10
"no","No","female",74,"hbo",NA,5
"no","No","female",83,"vmbo",NA,15
"no","No","female",60,"vmbo",NA,10
"no","No","male",59,"mbo",NA,30
"no","No","male",74,"havo/vwo",NA,2
"no","No","female",59,"vmbo",NA,NA
"no","No","male",67,"primary education",NA,5
"yes","No","female",30,"hbo",NA,15
"no","No","male",38,"hbo",NA,5
"no","No","female",29,"mbo",NA,6
"no","No","female",57,"mbo",NA,2
"no","No","male",82,"wo",NA,NA
"no","No","male",22,"havo/vwo",NA,15
"no","No","male",60,"hbo",NA,5
"no","No","male",22,"primary education",NA,NA
"no","No","male",61,"mbo",NA,25
"no","No","female",73,"wo",NA,3
"no","No","female",60,"wo",NA,7
"yes","No","male",45,"hbo",NA,4
"no","No","male",28,"havo/vwo",NA,4
"no","No","female",36,"mbo",NA,3
"no","No","female",74,"vmbo",NA,3
"yes","No","female",30,"mbo",NA,15
"no","No","female",74,"vmbo",NA,2
"no","No","male",69,"mbo",NA,10
"no","No","female",69,"mbo",NA,1
"yes","Yes","male",71,"hbo",55,15
"no","No","male",17,"primary education",NA,7
"no","No","female",58,"vmbo",NA,2
"no","No","male",46,"hbo",NA,50
"no","No","male",55,"havo/vwo",NA,15
"no","No","male",66,"vmbo",NA,25
"no","No","male",46,"hbo",NA,8
"no","No","female",66,"vmbo",NA,2
"no","No","female",82,"vmbo",NA,NA
"no","No","female",57,"vmbo",NA,1
"no","No","female",29,"hbo",NA,15
"no","No","male",68,"wo",NA,5
"yes","No","male",81,"hbo",NA,3
"yes","No","male",69,"mbo",NA,10
"yes","No","male",69,"wo",NA,10
"no","No","female",75,"hbo",NA,NA
"no","No","male",63,"hbo",NA,15
"no","No","female",59,"vmbo",NA,1
"no","No","male",61,"havo/vwo",NA,3
"no","No","female",80,"mbo",NA,4
"no","No","male",69,"wo",NA,2
"yes","No","female",48,"hbo",NA,15
"no","No","female",48,"hbo",NA,12
"no","No","female",74,"mbo",NA,3
"no","No","female",73,"vmbo",NA,NA
"no","No","male",74,"hbo",NA,5
"yes","Yes","male",46,"mbo",46,3
"no","No","female",22,"havo/vwo",NA,NA
"no","No","female",60,"wo",NA,3
"no","No","male",60,"vmbo",NA,2
"yes","Yes","female",43,"mbo",8,3
"yes","Yes","female",50,"mbo",42,10
"yes","No","female",57,"wo",NA,8
"no","No","female",60,"vmbo",NA,NA
"yes","Yes","male",55,"vmbo",4,1
"yes","No","male",35,"hbo",NA,15
"no","No","female",58,"mbo",NA,NA
"no","No","female",54,"hbo",NA,2
"no","No","female",34,"wo",NA,3
"no","No","female",79,"hbo",NA,NA
"yes","Yes","female",44,"hbo",60,5
"no","No","female",29,"havo/vwo",NA,10
"yes","Yes","male",19,"havo/vwo",102,30
"no","No","male",73,"hbo",NA,NA
"yes","Yes","male",70,"wo",15,10
"no","No","female",16,"primary education",NA,10
"no","No","female",74,"primary education",NA,NA
"no","No","male",17,"primary education",NA,5
"no","No","male",65,"hbo",NA,NA
"no","No","male",70,"hbo",NA,5
"no","No","male",55,"hbo",NA,25
"yes","No","female",20,"havo/vwo",NA,60
"yes","No","female",64,"mbo",NA,NA
"yes","No","female",43,"hbo",NA,10
"yes","No","male",56,"mbo",NA,20
"no","No","male",38,"mbo",NA,10
"no","No","male",62,"wo",NA,10
"yes","No","male",41,"mbo",NA,8
"no","No","male",78,"mbo",NA,NA
"no","No","female",39,"wo",NA,2
"no","No","female",71,"vmbo",NA,12
"no","No","female",71,"vmbo",NA,2
"no","No","male",58,"vmbo",NA,5
"no","No","male",66,"mbo",NA,3
"no","No","male",56,"mbo",NA,NA
"no","No","male",67,"wo",NA,10
"no","No","male",60,"havo/vwo",NA,1
"no","No","female",58,"vmbo",NA,10
"no","No","male",68,"wo",NA,NA
"yes","No","male",78,"hbo",NA,NA
"no","No","female",64,"vmbo",NA,2
"no","No","female",87,"vmbo",NA,2
"no","No","male",69,"mbo",NA,10
"yes","No","female",33,"vmbo",NA,3
"no","No","female",60,"hbo",NA,4
"yes","No","female",57,"hbo",NA,10
"no","No","male",61,"primary education",NA,NA
"no","No","female",60,"wo",NA,1
"no","No","female",29,"hbo",NA,NA
"no","No","male",66,"primary education",NA,2
"yes","Yes","male",27,"wo",264,50
"no","No","female",80,"vmbo",NA,NA
"yes","No","female",61,"havo/vwo",NA,2
"yes","Yes","male",24,"vmbo",55,10
"no","No","female",81,"primary education",NA,NA
"no","No","male",72,"mbo",NA,5
"no","No","female",56,"havo/vwo",NA,6
"yes","No","female",46,"vmbo",NA,10
"no","No","male",72,"vmbo",NA,2
"no","No","male",47,"mbo",NA,10
"no","No","male",84,"vmbo",NA,NA
